fid,name,description,ratingCount,ratingValue,contentRating,genre,keywords,duration,datePublished,actor,director,image
83739,Class of 1984,A new teacher at a troubled inner-city high school soon ends up clashing with a delinquent punk posse who run the institute with an iron fist.,13726,6.5,R,"Action,Crime,Drama","high school,teenage girl,rapist,teensploitation,pantyhose",5880,1983-06-03,"Perry King,Merrie Lynn Ross,Timothy Van Patten",Mark L. Lester,https://m.media-amazon.com/images/M/MV5BZDJjZmEwYWQtZmMzYy00YWYwLTkzNDctNTA1Y2NmMzNhZjA0XkEyXkFqcGc@._V1_.jpg
7661390,Gangs of London,Tells the story of London being torn apart by the turbulent power struggles of its international gangs and the sudden power vacuum that's created when the head of London's most powerful crime family is assassinated.,43715,8.0,TV-MA,"Action,Crime,Drama","gangster,crime family,based on video game,mafia,gang war",,2020-04-23,"Joe Cole,Sope Dirisu,Michelle Fairley",,https://m.media-amazon.com/images/M/MV5BYWYzYmVmZjItNjZhZi00NzBjLWJmYWItNTljZjhmZDQxN2UxXkEyXkFqcGc@._V1_.jpg
119310,"Honey, We Shrunk Ourselves!","This time, the adults have shrunk themselves, and the kids need to fix it.",17463,5.0,PG,"Action,Adventure,Comedy","man wears eyeglasses,third part,shrinking machine,direct to video sequel to theatrical movie,party",4440,1997-03-18,"Rick Moranis,Eve Gordon,Bug Hall",Dean Cundey,https://m.media-amazon.com/images/M/MV5BMjU5N2ZlZjYtMTgwNC00NDYzLTkwNGQtZWFhM2UwNmVjM2E5XkEyXkFqcGc@._V1_.jpg
13429362,In the Earth,"As the world searches for a cure to a disastrous virus, a scientist and park scout venture deep in the forest for a routine equipment run.",12133,5.1,R,"Drama,Horror,Mystery","mushroom,wilderness,forest,trip,backpack",6420,2021-04-16,"Joel Fry,Reece Shearsmith,Hayley Squires",Ben Wheatley,https://m.media-amazon.com/images/M/MV5BZGNhMTIzMjktZjBjYS00MmNiLWExNzAtOTYyMTYyMTA2YzM5XkEyXkFqcGc@._V1_.jpg
8359816,Sorry We Missed You,"Hoping that self-employment through gig economy can solve their financial woes, a hard-up UK delivery driver and his wife struggling to raise a family end up trapped in the vicious circle of this modern-day form of labour exploita...",26710,7.6,Not Rated,Drama,"poverty,delivery driver,husband wife relationship,money problems,working class",6060,2019-10-23,"Kris Hitchen,Debbie Honeywood,Rhys Mcgowan",Ken Loach,https://m.media-amazon.com/images/M/MV5BN2QwZTBkZWYtZGI3Mi00NTkyLWFlZGEtZmE5YjU2NWYyMTFhXkEyXkFqcGc@._V1_.jpg
210418,Digimon: Digital Monsters,"A group of young teens is unexpectedly sent to the mysterious Digital World and paired up with their own powerful, morphing monster called the Digimon. Together the entire group set out on an adventure to fight evil and save the w...",23809,7.4,TV-Y7,"Animation,Action,Adventure","multiple english dubs,psychotronic series,high school,middle school,despair",,1999-03-07,"Steve Blum,Mona Marshall,Tifanie Christun",,https://m.media-amazon.com/images/M/MV5BZmZjN2I2OGEtMzJkMS00Y2I2LWI0ZGQtMjExNzY0Mzk1YjEwXkEyXkFqcGc@._V1_.jpg
3566726,Jane the Virgin,"A young, devout Catholic woman discovers that she was accidentally artificially inseminated.",61095,7.9,TV-PG,Comedy,"miami florida,virginity,pregnant virgin,lesbian affair,lesbian relationship",,2014-10-13,"Gina Rodriguez,Andrea Navedo,Yael Grobglas",,https://m.media-amazon.com/images/M/MV5BZjNjZWI4OWUtZDY3Yy00NDBhLWE3YjMtNzc2ZTVjMjRkOWFlXkEyXkFqcGc@._V1_.jpg
205271,Dr. T & the Women,A wealthy gynecologist's ideal life is thrown into turmoil when the women closest to him begin to affect his life in unexpecting ways.,20464,4.7,R,"Comedy,Drama,Romance","gynecologist,vagina,cheerleader,bridesmaid,pajamas",7320,2000-10-13,"Richard Gere,Helen Hunt,Farrah Fawcett",Robert Altman,https://m.media-amazon.com/images/M/MV5BOTcxZTc5MWMtMzY1Ni00YzQ1LWFmNDItNGYzZmM0YWQ3YjY2XkEyXkFqcGc@._V1_.jpg
15767808,Seven Kings Must Die,"In the wake of King Edward's death, Uhtred of Bebbanburg and his comrades adventure across a fractured kingdom in the hopes of uniting England at last.",38832,6.9,TV-MA,"Action,Drama,History","anglo saxon,kingdom,exploration,warrior,epic",7020,2023-04-14,"Mark Rowley,Pekka Strang,Zoltán Andrási",Edward Bazalgette,https://m.media-amazon.com/images/M/MV5BZmQzMTMwOTItYjUyMS00NDY4LThmOWEtZjE3ODkyMzg3MDdlXkEyXkFqcGc@._V1_.jpg
1666185,All Eyez on Me,"Tells the true and untold story of prolific rapper, actor, poet and activist Tupac Shakur.",25193,5.9,R,"Biography,Drama,Music","los angeles california,singing in a car,bikini,prison interview,power to the people",8340,2017-06-16,"Demetrius Shipp Jr.,Danai Gurira,Kat Graham",Benny Boom,https://m.media-amazon.com/images/M/MV5BMTc5NzQ4NzU4OF5BMl5BanBnXkFtZTgwNTkxMzE0MjI@._V1_.jpg
24068064,Reality,A former American intelligence specialist was given the longest sentence for the unauthorized release of government information to the media about Russian interference in the 2016 United States elections via an email operation.,24187,6.7,TV-MA,Drama,"docudrama drama,legal drama,transcript,farsi translator,russian interference",4980,2023-05-29,"Sydney Sweeney,Josh Hamilton,Marchánt Davis",Tina Satter,https://m.media-amazon.com/images/M/MV5BMTMyNzgyNjctYjZmOS00YjY2LWJjMzYtMjgxN2EzZWViMzRjXkEyXkFqcGc@._V1_.jpg
4625862,Dissonance Theory,Dolores joins William and Logan on a bounty hunt; The Man in Black makes a significant discovery; Ford and Theresa discuss the park's future.,16804,8.6,TV-MA,"Drama,Mystery,Sci-Fi","cigar smoking,man tied up,saved from execution,blindfold,black man white woman romance",3480,2016-10-23,"Evan Rachel Wood,Thandiwe Newton,Jeffrey Wright",Vincenzo Natali,https://m.media-amazon.com/images/M/MV5BOTAwNTUxMzA3NV5BMl5BanBnXkFtZTgwODE2NDU0MDI@._V1_.jpg
2396566,Twenty Feet from Stardom,"Backup singers live in a world that lies just beyond the spotlight. Their voices bring harmony to the biggest bands in popular music, but we've had no idea who these singers are or what lives they lead, until now.",14106,7.4,PG-13,"Documentary,Biography,History","rock and roll hall of fame,national film registry,1970s,1980s,1960s",5460,2013-07-26,"Darlene Love,Merry Clayton,Lisa Fischer",Morgan Neville,https://m.media-amazon.com/images/M/MV5BMTQxNDY2NjMwNF5BMl5BanBnXkFtZTcwNzExMDg0OQ@@._V1_.jpg
98645,Who's Harry Crumb?,Harry Crumb is a bumbling and inept private investigator who is hired to solve the kidnapping of a young heiress which he's not expected to solve because his employer is the mastermind behind the kidnapping.,18171,5.9,PG-13,"Comedy,Mystery","los angeles california,private detective,detective agency,clumsiness,airport",5640,1989-02-03,"John Candy,Jeffrey Jones,Annie Potts",Paul Flaherty,https://m.media-amazon.com/images/M/MV5BY2UxNGJhNjQtZjZhOS00ZTQyLTk4NTQtYjdkZjQyNmU2YjJhXkEyXkFqcGc@._V1_.jpg
102293,Lik wong,"Riki-Oh, a young man who has superhuman strength, is incarcerated in a private prison, where inmates are treated like slaves. He is forced to use his unstoppable form of martial arts to destroy the corrupt officials and their lack...",15588,7.0,R,"Action,Comedy,Crime","prison,gore,revenge,cringe comedy,grindhouse film",5460,1992-04-09,"Louis Fan,Mei Sheng Fan,Ka-Kui Ho",Ngai Choi Lam,https://m.media-amazon.com/images/M/MV5BNzMwYzQ5M2QtZjc1Yy00NTNjLWIyY2ItNzRhZjA0MTM2NTgxXkEyXkFqcGc@._V1_.jpg
1294688,Last Night,"The story follows a married couple, apart for a night while the husband takes a business trip with a colleague to whom he's attracted. While he's resisting temptation, his wife encounters her past love.",51118,6.5,R,"Drama,Romance","sex with a coworker,business trip,trust,husband wife relationship,infidelity",5580,2011-02-16,"Keira Knightley,Sam Worthington,Eva Mendes",Massy Tadjedin,https://m.media-amazon.com/images/M/MV5BNTk1Nzc5OTkwN15BMl5BanBnXkFtZTcwNjEyMTA4NA@@._V1_.jpg
3655448,The Young Pope,"The beginning of the pontificate of Lenny Belardo, alias Pius XIII, the first American Pope in history.",48516,8.3,TV-MA,Drama,"pope,vatican city,female nudity,infidelity,betrayal",,2016-10-11,"Jude Law,Diane Keaton,Silvio Orlando",,https://m.media-amazon.com/images/M/MV5BMjA4ODA2NjAxMV5BMl5BanBnXkFtZTgwMTUzOTA4MDI@._V1_.jpg
4589574,Last Day on Earth,"Morgan continues his search for Carol. Meanwhile, Rick and the group travel to the Hilltop with an ailing Maggie, leading to a daunting and life-changing confrontation.",34908,7.1,TV-MA,"Drama,Horror,Thriller","chained together,child in jeopardy,child with a gun,zombie,character repeats someone else's dialogue",3900,2016-04-03,"Andrew Lincoln,Norman Reedus,Steven Yeun",Greg Nicotero,https://m.media-amazon.com/images/M/MV5BMTU1NTg1NzA4MV5BMl5BanBnXkFtZTgwNjM3MTM1ODE@._V1_.jpg
250224,Crazy/Beautiful,"At Pacific Palisades High, a poor Latino falls hard for a troubled girl from an affluent neighborhood.",25920,6.4,PG-13,"Drama,Romance","self destructiveness,troubled girl,crying girl,culture clash,stepmother stepdaughter relationship",5940,2001-06-29,"Kirsten Dunst,Jay Hernandez,Bruce Davison",John Stockwell,https://m.media-amazon.com/images/M/MV5BNTQyN2IyMTEtMTQ4YS00ODEzLWFjNTgtMTdiYTU4YmE0M2RmXkEyXkFqcGc@._V1_.jpg
91276,Invaders from Mars,A boy tries to stop aliens who have taken over his town and are attempting to brainwash its inhabitants.,11163,5.5,PG,"Horror,Sci-Fi","boy,alien,school nurse,alien invasion,sand",6000,1986-06-06,"Karen Black,Hunter Carson,Timothy Bottoms",Tobe Hooper,https://m.media-amazon.com/images/M/MV5BOWY3YTU2NzItNDczZS00NmE5LWFkMWYtYmE3YjNjMjEyZjM4XkEyXkFqcGc@._V1_.jpg
118983,Dil To Pagal Hai,"A grand musical about three passionate and dreamy characters: Rahul, Pooja and Nisha. Will their dreams come true? Will they find their true love?",24995,7.0,Not Rated,"Comedy,Drama,Musical","dancer,love triangle,orphan,local blockbuster",10800,1997-10-30,"Shah Rukh Khan,Madhuri Dixit,Karisma Kapoor",Yash Chopra,https://m.media-amazon.com/images/M/MV5BNjU1ZGI1MDctN2IzZi00ZDU3LTk5MTEtYTRkMTU3ZDI0ZTE4XkEyXkFqcGc@._V1_.jpg
2224317,Lootera,"An aristocrat's daughter falls in love with a visiting archaeologist, but he holds a secret that could drive them apart.",17349,7.4,Not Rated,"Drama,Romance","fugitive,redemption,heartbreak,leaf,village",8160,2013-07-05,"Ranveer Singh,Sonakshi Sinha,Barun Chanda",Vikramaditya Motwane,https://m.media-amazon.com/images/M/MV5BOTUwNTYyMzk4Ml5BMl5BanBnXkFtZTcwMTY2Mzc4OQ@@._V1_.jpg
8722888,Stargirl,Teenager Courtney Whitmore joins the Justice Society of America. Based on the character from DC Comics.,21120,7.1,TV-PG,"Action,Adventure,Crime","superhero action,superhero,teenager,high school,heroine",,2020-05-18,"Brec Bassinger,Trae Romano,Amy Smart",,https://m.media-amazon.com/images/M/MV5BM2NmNWMzYjMtMTU2NS00ZDU3LThkMTgtZThlNzRjYmZlYTVlXkEyXkFqcGc@._V1_.jpg
1117523,Jackass 2.5,The Jackass crew reunite to discuss their experiences with Jackass Number Two and show off some unused content and ideas.,26035,6.3,Unrated,"Documentary,Action,Comedy","graphic male genitalia,gay,nudity,male nudity,male frontal nudity",3840,2007-12-19,"Johnny Knoxville,Bam Margera,Preston Lacy",Jeff Tremaine,https://m.media-amazon.com/images/M/MV5BODg4MTExNTY3M15BMl5BanBnXkFtZTcwMDEwMzU1MQ@@._V1_.jpg
331933,Man of the House,A Texas Ranger must protect a group of cheerleaders who have witnessed a murder.,25668,5.5,PG-13,"Comedy,Crime","middle age romance,gender in title,four word title,fbi federal bureau of investigation,cleavage",6000,2005-02-25,"Tommy Lee Jones,Christina Milian,Kelli Garner",Stephen Herek,https://m.media-amazon.com/images/M/MV5BMGI2YTYwMjItZTlhMS00NTg2LWE0Y2QtY2IxNzA2MWU1YTAxXkEyXkFqcGc@._V1_.jpg
145628,Popeye the Sailor,"The continuing animated adventures of Olive Oyl, Wimpy, Swee'pea and Popeye.",14405,7.1,TV-G,"Animation,Adventure,Comedy","character name as series title,popeye the sailor character,olive oyl character,bluto character,swee'pea character",,,"Jack Mercer,Mae Questel,Jackson Beck",,https://m.media-amazon.com/images/M/MV5BMjFlOWEwM2EtMzViNy00OGZiLWE3NGEtODVjODQyNTEyMDNkXkEyXkFqcGc@._V1_.jpg
1053859,The Grudge 3,"A young Japanese woman who holds the key to stopping the evil spirit of Kayako, travels to the haunted Chicago apartment from the sequel, to stop the curse of Kayako once and for all.",20027,4.6,R,"Horror,Mystery,Thriller","curse,sequel,part of trilogy,third in trilogy,father murders son",5400,2009-06-02,"Matthew Knight,Shawnee Smith,Mike Straub",Toby Wilkins,https://m.media-amazon.com/images/M/MV5BZGY0N2M0MDAtNjAwNC00MjJjLWE2NmEtOTg0NDU3OWJlMDFjXkEyXkFqcGc@._V1_.jpg
1392197,Marmaduke,"A suburban family moves to a new neighborhood with their large, yet lovable Great Dane, who has a tendency to wreak havoc in his own oblivious way.",17922,4.3,PG,"Comedy,Family","great dane,dog,rivalry,talking animal,bowl",5940,2010-06-04,"Owen Wilson,Judy Greer,Lee Pace",Tom Dey,https://m.media-amazon.com/images/M/MV5BMjQxMWZlZDctZDUwYi00ODFkLWIwMTItNmE1NDFmNDk3NjdkXkEyXkFqcGc@._V1_.jpg
111797,Yin shi nan nu,A senior chef lives with his three grown daughters; the middle one finds her future plans affected by unexpected events and the life changes of the other household members.,23756,7.8,Not Rated,"Comedy,Drama,Romance","chef,chinese food,cooking,family relationships,food",7440,1994-07-02,"Sihung Lung,Kuei-Mei Yang,Wang Yu-wen",Ang Lee,https://m.media-amazon.com/images/M/MV5BYmZjMDNiOTgtYjBjMi00OWU0LThkYTAtNjgyOTliNTgzN2M3XkEyXkFqcGc@._V1_.jpg
77914,Martin,"A young man, who believes himself to be a vampire, goes to live with his elderly and hostile cousin in a small Pennsylvanian town, where he tries to suppress his blood-lust.",13153,7.0,R,"Drama,Horror","murder disguised as suicide,destroying evidence,shy man,shyness,secretly observing",5700,,"John Amplas,Lincoln Maazel,Christine Forrest",George A. Romero,https://m.media-amazon.com/images/M/MV5BOTkyNGUxOWMtNmUyNy00ZDgxLTgyNjctNDVjNzBkMDQyZTUzXkEyXkFqcGc@._V1_.jpg
111419,Thumbelina,"This retelling of the Hans Christian Andersen classic fairy tale has the digit-sized heroine evading the clutches of various toads, moles, and beetles before she can proceed with her courtship with her dream lover, Prince Cornelius.",19168,6.2,G,"Animation,Adventure,Family","based on fairy tale,mouse,bird,paris france,adopted daughter",5160,1994-03-30,"Jodi Benson,Gary Imhoff,Gino Conforti","Don Bluth,Gary Goldman",https://m.media-amazon.com/images/M/MV5BYzU2NzE2MjQtY2VmOS00ZWI1LTg0NDYtNmQzYzU5YWE4OTgxXkEyXkFqcGc@._V1_.jpg
416212,The Secret Life of Bees,"1964. Lily, a lonely teenager, flees from her home and reaches a small town in South Carolina. Once there, she finds herself in the company of the Boatwright sisters who introduce her to a new world.",28450,7.2,PG-13,Drama,"neglected child,psychological abuse,dysfunctional family,abusive father,child abuse",6840,2008-10-17,"Dakota Fanning,Jennifer Hudson,Queen Latifah",Gina Prince-Bythewood,https://m.media-amazon.com/images/M/MV5BOTgzNDIzMTM2OV5BMl5BanBnXkFtZTcwMTQzNTE4MQ@@._V1_.jpg
101545,Career Opportunities,Jim is the dorky son of a local cement contractor who lives at home and has no direction. Josie is the gorgeous daughter of a wealthy businessman who dreams of leaving town. They find they have a lot in common.,18486,5.8,PG-13,"Comedy,Romance","locked in a store,liar,coming of age,flirting,fired from a job",4980,1991-03-29,"Frank Whaley,Jennifer Connelly,Dermot Mulroney",Bryan Gordon,https://m.media-amazon.com/images/M/MV5BYjIyYmFhMDItNzdkOC00M2ZiLWI0MTAtZDhjZGUyMjBmN2QzXkEyXkFqcGc@._V1_.jpg
3120280,Sierra Burgess Is a Loser,A case of mistaken identity results in unexpected romance when the most popular girl and the biggest loser in high school must unite to win over their crushes.,41646,5.8,PG-13,"Comedy,Drama,Romance","mistaken identity,bullying,cheerleader,texting,teenage girl",6300,2018-09-07,"Shannon Purser,Kristine Froseth,RJ Cyler",Ian Samuels,https://m.media-amazon.com/images/M/MV5BMTU5Mjc4NTM2Ml5BMl5BanBnXkFtZTgwMjMzMzA5NTM@._V1_.jpg
91445,Lucas,"A socially inept fourteen-year-old experiences heartbreak for the first time when his two best friends - Cappie, an older-brother figure, and Maggie, the new girl with whom he is in love - fall for each other.",17913,6.9,P,"Comedy,Drama,Romance","coming of age,high school,crush,cheerleader,high school student",6000,1986-03-28,"Corey Haim,Kerri Green,Charlie Sheen",David Seltzer,https://m.media-amazon.com/images/M/MV5BMjQ1ZGVkNmItOTliMi00YmI4LTllMjgtYjM4ZjYzZjMwYjgyXkEyXkFqcGc@._V1_.jpg
10638036,Heartstopper,"Charlie, a high-strung, openly gay overthinker, and Nick, a cheerful, soft-hearted rugby player, one day are made to sit together in class. Their friendship becomes something more for Charlie, but he does not believe he has a chance.",84296,8.5,TV-14,"Drama,Romance","gay,friend,bisexual,friendship,boyfriend",,2022-04-22,"Kit Connor,Joe Locke,William Gao",,https://m.media-amazon.com/images/M/MV5BZjUxNjc3YjYtNzg2Yy00OWEwLTljOGItNmE4MzgwMzQzNGRmXkEyXkFqcGc@._V1_.jpg
11514868,The Perfect Couple,When one lavish wedding ends in disaster before it can even begin--with a body discovered in Nantucket Harbor just hours before the ceremony--everyone in the wedding party is suddenly a suspect.,53402,6.5,TV-MA,"Crime,Drama,Mystery","love,couple,wedding,criminal,beach",,2024-09-05,"Nicole Kidman,Liev Schreiber,Eve Hewson",,https://m.media-amazon.com/images/M/MV5BMTRmNDBjNWEtODc5My00YjEyLWJlY2EtODhmYTcxYTcyMzRkXkEyXkFqcGc@._V1_.jpg
40662,Oliver Twist,"In Charles Dickens' classic tale, an orphan wends his way from cruel apprenticeship to den of thieves in search of a true home.",14076,7.8,Approved,Drama,"pickpocket,orphan,19th century,criminal gang,london england",6960,1948-10-15,"Robert Newton,Alec Guinness,Kay Walsh",David Lean,https://m.media-amazon.com/images/M/MV5BMjU3NTI1Y2MtZmM5YS00NmQ0LWIyMTQtYTJmMjNkZWIyYjIyXkEyXkFqcGc@._V1_.jpg
50356,The Enemy Below,"During WWII an American destroyer discovers a German U-boat, and in the ensuing duel the American captain must draw upon all his experience to defeat the equally experienced German commander.",12599,7.4,Approved,"Action,Adventure,Drama","u boat,german submarine,u.s. navy,naval battle,submarine crew",5880,1958-01-17,"Robert Mitchum,Curd Jürgens,David Hedison",Dick Powell,https://m.media-amazon.com/images/M/MV5BOWFhMDY1MjItMzkyZS00NmVkLWE1NDYtOTFkMmMwMjdkZjQyXkEyXkFqcGc@._V1_.jpg
31448,The Hound of the Baskervilles,"Sherlock Holmes and Dr Watson investigate the legend of a supernatural hound, a beast that may be stalking a young heir on the fog-shrouded moorland that makes up his estate.",11995,7.4,Approved,"Crime,Mystery,Thriller","sherlock holmes character,dr. john watson character,death,doctor,boot",4800,1939-03-31,"Basil Rathbone,Nigel Bruce,Richard Greene",Sidney Lanfield,https://m.media-amazon.com/images/M/MV5BM2JjOGU0MmYtZDEyZC00MDkxLThjODEtYzkzNzM0ZjRiMGRjXkEyXkFqcGc@._V1_.jpg
85933,"Merry Christmas, Mr. Lawrence","During WWII, a British colonel tries to bridge the cultural divides between a British POW and the Japanese camp commander in order to avoid bloodshed.",20731,7.2,R,"Drama,War","homoeroticism,japanese culture,world war two,japanese occupation,buried up to the neck",7380,1983-05-28,"David Bowie,Tom Conti,Ryuichi Sakamoto",Nagisa Ôshima,https://m.media-amazon.com/images/M/MV5BYWU3NzRlZTktZWFjMC00OWYzLTkzZTItMjI5Mjg5YmJjNGEzXkEyXkFqcGc@._V1_.jpg
3915096,Cut Man,"Murdock makes a near fatal error while trying to save a kidnapped boy, and finds an unlikely ally when he needs saving himself.",14618,8.9,TV-MA,"Action,Crime,Drama","younger version of character,claire temple character,man in dumpster,technical knockout,watching boxing on tv",3180,2015-04-10,"Charlie Cox,Deborah Ann Woll,Elden Henson",Phil Abraham,https://m.media-amazon.com/images/M/MV5BYTRlOGVkZmItYjJiYS00Mjc5LTk0ZmEtZjc3ZGY3MjgyYTQ4XkEyXkFqcGc@._V1_.jpg
23563,Das Testament des Dr. Mabuse,A criminal mastermind uses hypnosis to rule the rackets after death.,13880,7.9,Not Rated,"Crime,Mystery,Thriller","criminal mastermind,german expressionism,based on novel,character name in title,criminal conspiracy",7320,1961-08-24,"Rudolf Klein-Rogge,Otto Wernicke,Thomy Bourdelle",Fritz Lang,https://m.media-amazon.com/images/M/MV5BMTdjMmZlNWEtM2M4Ni00ZTQwLWE0ZjctMTkxODU4ZDg0MjhkXkEyXkFqcGc@._V1_.jpg
2014338,Side by Side,"The documentary investigates the history, process and workflow of both digital and photochemical film creation.",13763,7.6,Not Rated,Documentary,"cinematographer,filmmaking,text based poster,art and entertainment documentary,entertainment documentary",5940,2012-08-22,"Derek Ambrosi,Michael Ballhaus,Andrzej Bartkowiak",Christopher Kenneally,https://m.media-amazon.com/images/M/MV5BNjY4MTE5NTE1M15BMl5BanBnXkFtZTcwODA4MzEzOA@@._V1_.jpg
67893,Two-Lane Blacktop,"While drag-racing through the American Southwest in a Chevrolet 150, a driver and his mechanic cross paths with an enigmatic hitchhiker and the tall-tale-spinning driver of a GTO.",13763,7.2,R,Drama,"road movie,muscle car,drifter,wager,mechanic",6120,1971-07-23,"James Taylor,Warren Oates,Laurie Bird",Monte Hellman,https://m.media-amazon.com/images/M/MV5BZTZlOGI2MzUtODQxMi00NjI1LWFkZWQtNmVlNGQ3YmJkOTkwXkEyXkFqcGc@._V1_.jpg
12984026,End Game,"A visit from an old friend forces Beth to reckon with her past and rethink her priorities, just in time for the biggest match of her life.",13884,9.2,TV-MA,Drama,"moscow,autograph hunter,reflection in eye,bottle of librium capsules,visit from an old friend",4080,2020-10-23,"Anya Taylor-Joy,Bill Camp,Marielle Heller",Scott Frank,https://m.media-amazon.com/images/M/MV5BNGQ5ZWQzZjYtOGM4OC00ZTFmLTkzMmYtYjhkODJhYzM5NTc0XkEyXkFqcGc@._V1_.jpg
437005,Hell's Kitchen,"World renowned chef Gordon Ramsay puts aspiring young chefs through rigorous cooking challenges and dinner services at his restaurant in Hollywood, ""Hell's Kitchen"".",23298,7.2,TV-G,"Game-Show,Reality-TV","profanity,cooking show,fox,fox network,competition show",,2005-05-30,"Gordon Ramsay,Jean Philippe Susilovic,Scott Leibfried",,https://m.media-amazon.com/images/M/MV5BMDZlMzBmMzctYjEwOC00NmQxLThlYzQtOGIwNmU2MzA0MGE2XkEyXkFqcGc@._V1_.jpg
361467,Confessions of a Teenage Drama Queen,"A teenage girl is convinced that her home city revolves around her until her family packs up and moves to the suburbs, where she finds herself competing for attention.",32036,4.7,PG,"Comedy,Family,Music","slimehouse,pop music,female director,female filmmaker,teenage girl as protagonist",5340,2004-05-28,"Lindsay Lohan,Megan Fox,Adam Garcia",Sara Sugarman,https://m.media-amazon.com/images/M/MV5BMTIzMDE0MDQ5Ml5BMl5BanBnXkFtZTcwNTUwMDUyMQ@@._V1_.jpg
79221,Gol Maal,A man's simple lie to secure his job escalates into more complex lies when his orthodox boss gets suspicious.,20476,8.5,Not Rated,"Comedy,Romance","brother sister relationship,reference to pele,employer employee relationship,singer,song",7200,1979-04-20,"Amol Palekar,Utpal Dutt,Bindiya Goswami",Hrishikesh Mukherjee,https://m.media-amazon.com/images/M/MV5BNjc2ZGI2MTYtMjkzYi00NjMxLThmMmQtOGVkN2IxMjM4ZjlmXkEyXkFqcGc@._V1_.jpg
459159,The Thick of It,The Minister for Social Affairs is continually harassed by Number 10's policy enforcer and dependent on his not-so-reliable team of civil servants.,27343,8.7,TV-MA,Comedy,"satire,political humor,british humour,government,british government",,2005-05-19,"Chris Addison,James Smith,Peter Capaldi",,https://m.media-amazon.com/images/M/MV5BNTQ0NTdjZTctZWRhMS00YjNmLWIyOWQtMWJjNjJhYTgyOTdjXkEyXkFqcGc@._V1_.jpg
5563324,Intrusion,"A woman moves to a small town with her husband, but is rattled when she is targeted for a home invasion.",22188,5.3,TV-14,"Action,Drama,Mystery","home invasion,small town,town,home,cancer survivor",5520,2021-09-22,"Freida Pinto,Logan Marshall-Green,Robert John Burke",Adam Salky,https://m.media-amazon.com/images/M/MV5BYTkxMThmYjctYTI2Yi00MWJhLTk5ZjctMzdhZmI4YzdhOTJjXkEyXkFqcGc@._V1_.jpg
1659343,Universal Soldier: Day of Reckoning,"John looks to take down Luc Deveraux after a home invasion claims his wife and daughter. The fight pits John against Andrew Scott and an army of genetically enhanced warriors; meanwhile, he must contend with a UniSol in relentless...",21683,5.1,R,"Action,Horror,Mystery","baseball bat used as a weapon,female full frontal nudity,genetic,female frontal nudity,interracial sex",6840,2012-10-25,"Jean-Claude Van Damme,Dolph Lundgren,Scott Adkins",John Hyams,https://m.media-amazon.com/images/M/MV5BMTM3ODMxMDY0MF5BMl5BanBnXkFtZTcwNDc3MTY0OA@@._V1_.jpg
167427,Superstar,"A nerdy Catholic schoolgirl, Mary Katherine Gallagher, dreams of superstardom.",20814,5.2,PG-13,"Comedy,Romance","pink bra and panties,high school,blue panties,white panties,cheerleader uniform",4860,1999-10-08,"Molly Shannon,Will Ferrell,Elaine Hendrix",Bruce McCulloch,https://m.media-amazon.com/images/M/MV5BNzEwZGRiMzItMzY2Ny00NTBjLWE5ZTItOTE4Zjc5MmRiZDcyXkEyXkFqcGc@._V1_.jpg
119718,Mr. Magoo,The myopic millionaire defeats jewel smugglers in his usual bumbling manner.,16393,4.1,PG,"Adventure,Comedy,Family","based on cartoon,slapstick comedy,bloopers during credits,fishing,robbery",5220,1997-12-25,"Leslie Nielsen,Kelly Lynch,Matt Keeslar",Stanley Tong,https://m.media-amazon.com/images/M/MV5BNzQxMDQ3MDUtODJhMy00NDI5LWI4YmUtMWJkZjdhYzNlMTcxXkEyXkFqcGc@._V1_.jpg
97390,Fright Night Part 2,"Three years after dealing with vampires, Charley Brewster separates from vampire hunter Peter Vincent. When mysterious actress Regine Dandrige arrives in town, Charley's past resurfaces, suggesting a repeat occurrence involving va...",14773,5.9,R,"Comedy,Horror,Thriller","vampire,sequel,therapist,usa horror host,reference to bram stoker",6240,1989-05-19,"William Ragsdale,Roddy McDowall,Traci Lind",Tommy Lee Wallace,https://m.media-amazon.com/images/M/MV5BNTY1ODVjNTgtMWM0MC00ZGVjLTk0YmMtMTY1OWUzYTUzMjEyXkEyXkFqcGc@._V1_.jpg
130236,Samurai Cop,"Joe Marshall and Frank Washington are two tenacious police detectives who seek at all costs to stop the Katana, a renegade Yakuza gang composed of violent and sadistic killers who want to lead the drug trade in Los Angeles.",10554,4.6,Unrated,"Action,Crime,Thriller","unsynchronized dubbing,unintentionally funny,female full frontal nudity,katana,wig",5760,2016-04-30,"Robert Z'Dar,Mathew Karedas,Janis Farley",Amir Shervan,https://m.media-amazon.com/images/M/MV5BNDY4YzU1YWQtYTRkNi00ODA1LTk1N2EtN2U1MWQxOTcyZjc1XkEyXkFqcGc@._V1_.jpg
235923,Invader ZIM,"An alien named Zim from the planet Irk is sent on a secret mission to conquer Earth, not realising that his leaders were just trying to get rid of him and hoped that he would die. Once there, Zim manages to disguise himself as a h...",23034,8.4,TV-Y7,"Animation,Action,Adventure","emo,organ harvesting,crazy robot,alien,robot sidekick",,2001-03-30,"Andy Berman,Richard Steven Horvitz,Rikki Simons",,https://m.media-amazon.com/images/M/MV5BMjAzNDRmODctMTBiMi00MTZkLTlhOGItN2Q1N2FhZGJjYTc4XkEyXkFqcGc@._V1_.jpg
